,top_terms,npmi
0,eating eat food being yourself be things myself make get going am day you life your to go by way feel can with will body dont im out do into my from think youre about time want have as how even ive me is back more are this what because,0.19703904749204362
1,eating eat healthy food disorder feel body weight yourself being you myself am your be do get make to life about ive think just have go things is than youre day more can way im dont with too much time not good but all will my want because of had,0.17878773400246734
2,recipe baking chocolate bake flour cookie loaf sugar cinnamon almond oats ingredients foodie chips oven food52grams butter mix make pumpkin glutenfree pan healthyfood syrup coconut vanilla vegan powder grainfree peanut blend paleo foodblogger batter milk avocado banana stir roasted healthyinspo healthymeals protein bowl let tbsp wellness all maple salt healthy,0.25024967837417544
3,therapy therapist talking talk felt think feel her she shes what things session didnt about being say did bit had very dont have something how get do was your will asked you over to my time way of with ok im has is go now all because after going just,0.09584414458054008
4,going hope life myself happy solo be day definitely you very what about go just been much home always get all ive love do im am me giveaway first date more friends best by your time from as my so birthday have how on today is to are if here,0.0206338608366163
5,being be life yourself feel work you im feeling get am own go myself do your take ive dont love make to things want youre going my about day through all more just have me by purpose way think always no will what is into on of how if with,-0.09578877838363964
6,recovery recoveryispossible relapse eatingdisorderrecovery mentalhealth eatingdisorder edrecovery feel yourself yourpathtorecovery im your keep going get youre blog you back to tumblr is hope pro about thank just do can all blogs life have fucking inspirationalquotes be proana from like post shit because as of will ed my always me want,0.058462341084958305
7,eatingdisorders mentalhealth disorders eating allianceforeatingdisorderscom alliancefored disorder alliance health allianceforeda donate support therapistled treatment community recovery care clinicianled group share partnering groups provide 8666621235 services alone awareness us struggling lifesaving to you reach need call visit about mental your weekly notonemore access continue day for givehopeday the is all we,0.09678081854201712
8,inpatient hospital treatment patients day slept anxious mood today going go went room feel be get been pretty good ive bad was groups nice about great had okay how im with well got didnt unit in staff worse headache friends so know out just you now spent better back team,-0.05353467790979143
9,veganfitness veganism veganfood vegansofig vegan vegangains crueltyfree veganpower healthy healthynotskinny diet bananagirldiet foodshare nutrition bananagirl freeleethebananagirl health eating carbthefuckup carbs food fruitaddict compassion eat fruitbats plantbased make highcarblowfat rawtil4 you your raw fitness hclf ctfu nature freelee love all have my plant frugitarian just im it lowfat its are about,0.21216612764366677
10,fostering adoption babies adopters foster birth baby parents child children house family care bed be cot sleep home little very time go back d3 about get been what d1 good how have do im went up day two are out court no just me you three only had on did,-0.04676215308826567
11,covid lockdown vaccinated vaccine visitors uk government going virus stay over home how people what so cases we doing not weeks no schools week been up will very groups when as with about because countries trial go social our now time just be us get this has the im to,-0.0877324349297858
12,exercise yoga fitness workout gym muscle muscles strength movement body practice training doing move feel am do be go life about get out try myself your working take class will back make is my down love way after into just can want how dont up you are not more if,0.16719564714625823
13,dylan dylans love youll life what singer happy wrote you ever sing song little day bop be he him heart just singing bops been all get his do cover your never world have my friend make comment by im years how every songs is to me who if from youre,0.05576929697449332
14,running marathon run parkrun runs ran pace miles race rest doing training going plan feel fast go do get been had week about did day garmin evening think is have legs just dont 5k really long over back you much will your good im as last if after because myself,0.2529799395987908
15,cake baking eating eat food eaten lunch slice coffee myself get think baby what going cafe able be her time you buy do to she friends have d3 will did didnt is about now d2 how with lovely piece evening birthday not gone has by just good the had went,0.19042636912304095
